word,__sum_candidate,__sum_others,__total_candidate,__total_others,__ratio_candidate,__ratio_others,more_likely_candidate,more_likely_others,__sum_all,__total_all,__ratio_all
inaceitável,2.0,8.0,12571.0,110488.0,0.00016,7e-05,2.19728,0.45511,10.0,123059.0,0.81262
inacreditável,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
incapaz,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
incentivado,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
incentivam,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
incentivando,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
incluindo,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
incluir,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
inclusive,1.0,35.0,12571.0,110488.0,8e-05,0.00032,0.25112,3.9822,36.0,123059.0,2.92543
inclusão,1.0,25.0,12571.0,110488.0,8e-05,0.00023,0.35156,2.84443,26.0,123059.0,2.11281
incomoda,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
incríveis,3.0,1.0,12571.0,110488.0,0.00024,1e-05,26.36735,0.03793,4.0,123059.0,0.32505
indica,2.0,2.0,12571.0,110488.0,0.00016,2e-05,8.78912,0.11378,4.0,123059.0,0.32505
indicação,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
indiscutível,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
indispensável,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
individuais,6.0,3.0,12571.0,110488.0,0.00048,3e-05,17.57824,0.05689,9.0,123059.0,0.73136
indivíduo,1.0,7.0,12571.0,110488.0,8e-05,6e-05,1.25559,0.79644,8.0,123059.0,0.65009
indo,3.0,6.0,12571.0,110488.0,0.00024,5e-05,4.39456,0.22755,9.0,123059.0,0.73136
industria,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
indústria,12.0,49.0,12571.0,110488.0,0.00095,0.00044,2.15244,0.46459,61.0,123059.0,4.95697
inevitável,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
infantil,5.0,4.0,12571.0,110488.0,0.0004,4e-05,10.9864,0.09102,9.0,123059.0,0.73136
infelizmente,1.0,24.0,12571.0,110488.0,8e-05,0.00022,0.36621,2.73065,25.0,123059.0,2.03155
informa,2.0,3.0,12571.0,110488.0,0.00016,3e-05,5.85941,0.17067,5.0,123059.0,0.40631
informação,3.0,21.0,12571.0,110488.0,0.00024,0.00019,1.25559,0.79644,24.0,123059.0,1.95028
informações,9.0,33.0,12571.0,110488.0,0.00072,0.0003,2.39703,0.41718,42.0,123059.0,3.413
informe,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
infos,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
infraestrutura,1.0,32.0,12571.0,110488.0,8e-05,0.00029,0.27466,3.64087,33.0,123059.0,2.68164
infundadas,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
infância,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
inicia,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
iniciais,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
inicial,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
iniciando,2.0,1.0,12571.0,110488.0,0.00016,1e-05,17.57824,0.05689,3.0,123059.0,0.24379
iniciativa,3.0,31.0,12571.0,110488.0,0.00024,0.00028,0.85056,1.1757,34.0,123059.0,2.7629
iniciativas,1.0,8.0,12571.0,110488.0,8e-05,7e-05,1.09864,0.91022,9.0,123059.0,0.73136
iniciou,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
injustiça,2.0,8.0,12571.0,110488.0,0.00016,7e-05,2.19728,0.45511,10.0,123059.0,0.81262
injustiças,2.0,6.0,12571.0,110488.0,0.00016,5e-05,2.92971,0.34133,8.0,123059.0,0.65009
injusto,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
inovação,4.0,19.0,12571.0,110488.0,0.00032,0.00017,1.85034,0.54044,23.0,123059.0,1.86902
inquéritos,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
inscreveram,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
insinuação,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
insistem,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
inspira,3.0,3.0,12571.0,110488.0,0.00024,3e-05,8.78912,0.11378,6.0,123059.0,0.48757
inspirado,2.0,1.0,12571.0,110488.0,0.00016,1e-05,17.57824,0.05689,3.0,123059.0,0.24379
inspirados,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
inspirar,2.0,3.0,12571.0,110488.0,0.00016,3e-05,5.85941,0.17067,5.0,123059.0,0.40631
inspiração,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
inspirou,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
instagram,2.0,11.0,12571.0,110488.0,0.00016,0.0001,1.59802,0.62577,13.0,123059.0,1.0564
instalações,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
instantes,7.0,22.0,12571.0,110488.0,0.00056,0.0002,2.79654,0.35759,29.0,123059.0,2.35659
institucionais,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
institucional,2.0,5.0,12571.0,110488.0,0.00016,5e-05,3.51565,0.28444,7.0,123059.0,0.56883
instituições,4.0,29.0,12571.0,110488.0,0.00032,0.00026,1.21229,0.82488,33.0,123059.0,2.68164
instituto,7.0,36.0,12571.0,110488.0,0.00056,0.00033,1.709,0.58514,43.0,123059.0,3.49426
instrumento,1.0,7.0,12571.0,110488.0,8e-05,6e-05,1.25559,0.79644,8.0,123059.0,0.65009
integra,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
integral,2.0,9.0,12571.0,110488.0,0.00016,8e-05,1.95314,0.512,11.0,123059.0,0.89388
integrantes,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
inteiro,3.0,13.0,12571.0,110488.0,0.00024,0.00012,2.02826,0.49303,16.0,123059.0,1.30019
inteligência,2.0,33.0,12571.0,110488.0,0.00016,0.0003,0.53267,1.87732,35.0,123059.0,2.84416
intensa,2.0,2.0,12571.0,110488.0,0.00016,2e-05,8.78912,0.11378,4.0,123059.0,0.32505
intenso,2.0,4.0,12571.0,110488.0,0.00016,4e-05,4.39456,0.22755,6.0,123059.0,0.48757
intenções,2.0,6.0,12571.0,110488.0,0.00016,5e-05,2.92971,0.34133,8.0,123059.0,0.65009
interessa,3.0,10.0,12571.0,110488.0,0.00024,9e-05,2.63674,0.37926,13.0,123059.0,1.0564
interessada,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
interessante,4.0,5.0,12571.0,110488.0,0.00032,5e-05,7.03129,0.14222,9.0,123059.0,0.73136
interesse,1.0,29.0,12571.0,110488.0,8e-05,0.00026,0.30307,3.29953,30.0,123059.0,2.43786
interesses,4.0,26.0,12571.0,110488.0,0.00032,0.00024,1.35217,0.73955,30.0,123059.0,2.43786
intermitente,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
internacional,9.0,42.0,12571.0,110488.0,0.00072,0.00038,1.88338,0.53096,51.0,123059.0,4.14435
internautas,2.0,7.0,12571.0,110488.0,0.00016,6e-05,2.51118,0.39822,9.0,123059.0,0.73136
internet,15.0,26.0,12571.0,110488.0,0.00119,0.00024,5.07064,0.19721,41.0,123059.0,3.33174
interpretação,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
intervenção,2.0,67.0,12571.0,110488.0,0.00016,0.00061,0.26236,3.81153,69.0,123059.0,5.60707
intervir,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
intolerância,3.0,6.0,12571.0,110488.0,0.00024,5e-05,4.39456,0.22755,9.0,123059.0,0.73136
invadiu,2.0,1.0,12571.0,110488.0,0.00016,1e-05,17.57824,0.05689,3.0,123059.0,0.24379
invencível,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
investe,2.0,12.0,12571.0,110488.0,0.00016,0.00011,1.46485,0.68266,14.0,123059.0,1.13767
investido,1.0,7.0,12571.0,110488.0,8e-05,6e-05,1.25559,0.79644,8.0,123059.0,0.65009
investidores,1.0,10.0,12571.0,110488.0,8e-05,9e-05,0.87891,1.13777,11.0,123059.0,0.89388
investidos,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
investigados,1.0,8.0,12571.0,110488.0,8e-05,7e-05,1.09864,0.91022,9.0,123059.0,0.73136
investigar,1.0,7.0,12571.0,110488.0,8e-05,6e-05,1.25559,0.79644,8.0,123059.0,0.65009
investigação,1.0,21.0,12571.0,110488.0,8e-05,0.00019,0.41853,2.38932,22.0,123059.0,1.78776
investimento,4.0,93.0,12571.0,110488.0,0.00032,0.00084,0.37803,2.64532,97.0,123059.0,7.8824
investimentos,6.0,83.0,12571.0,110488.0,0.00048,0.00075,0.63536,1.57392,89.0,123059.0,7.2323
investindo,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
invisível,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
início,5.0,30.0,12571.0,110488.0,0.0004,0.00027,1.46485,0.68266,35.0,123059.0,2.84416
inúmeras,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
inúmeros,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
ipiranga,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
iremos,2.0,6.0,12571.0,110488.0,0.00016,5e-05,2.92971,0.34133,8.0,123059.0,0.65009
iria,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
irmã,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
irão,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
israel,1.0,14.0,12571.0,110488.0,8e-05,0.00013,0.62779,1.59288,15.0,123059.0,1.21893
itaipu,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
jackson,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
jamais,3.0,54.0,12571.0,110488.0,0.00024,0.00049,0.48828,2.04799,57.0,123059.0,4.63192
janaúba,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
janeiro,4.0,154.0,12571.0,110488.0,0.00032,0.00139,0.22829,4.38042,158.0,123059.0,12.83937
jango,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
jefferson,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
jerusalém,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
jogo,6.0,32.0,12571.0,110488.0,0.00048,0.00029,1.64796,0.60681,38.0,123059.0,3.08795
jones,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
jorge,2.0,9.0,12571.0,110488.0,0.00016,8e-05,1.95314,0.512,11.0,123059.0,0.89388
jornada,4.0,4.0,12571.0,110488.0,0.00032,4e-05,8.78912,0.11378,8.0,123059.0,0.65009
jornais,3.0,8.0,12571.0,110488.0,0.00024,7e-05,3.29592,0.30341,11.0,123059.0,0.89388
jornal,7.0,92.0,12571.0,110488.0,0.00056,0.00083,0.66874,1.49536,99.0,123059.0,8.04492
jornalismo,1.0,7.0,12571.0,110488.0,8e-05,6e-05,1.25559,0.79644,8.0,123059.0,0.65009
jornalista,3.0,35.0,12571.0,110488.0,0.00024,0.00032,0.75335,1.3274,38.0,123059.0,3.08795
josé,3.0,37.0,12571.0,110488.0,0.00024,0.00033,0.71263,1.40325,40.0,123059.0,3.25047
jovem,7.0,30.0,12571.0,110488.0,0.00056,0.00027,2.05079,0.48762,37.0,123059.0,3.00669
jovens,2.0,40.0,12571.0,110488.0,0.00016,0.00036,0.43946,2.27554,42.0,123059.0,3.413
joão,6.0,29.0,12571.0,110488.0,0.00048,0.00026,1.81844,0.54992,35.0,123059.0,2.84416
judeus,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
judicial,3.0,8.0,12571.0,110488.0,0.00024,7e-05,3.29592,0.30341,11.0,123059.0,0.89388
judiciário,6.0,37.0,12571.0,110488.0,0.00048,0.00033,1.42526,0.70163,43.0,123059.0,3.49426
juiz,4.0,56.0,12571.0,110488.0,0.00032,0.00051,0.62779,1.59288,60.0,123059.0,4.87571
julga,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
julgado,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
julgamento,3.0,42.0,12571.0,110488.0,0.00024,0.00038,0.62779,1.59288,45.0,123059.0,3.65678
juliana,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
junho,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
juntas,4.0,5.0,12571.0,110488.0,0.00032,5e-05,7.03129,0.14222,9.0,123059.0,0.73136
junto,4.0,35.0,12571.0,110488.0,0.00032,0.00032,1.00447,0.99555,39.0,123059.0,3.16921
juntos,7.0,85.0,12571.0,110488.0,0.00056,0.00077,0.72381,1.38158,92.0,123059.0,7.47609
juristas,5.0,1.0,12571.0,110488.0,0.0004,1e-05,43.94559,0.02276,6.0,123059.0,0.48757
juros,1.0,40.0,12571.0,110488.0,8e-05,0.00036,0.21973,4.55108,41.0,123059.0,3.33174
justamente,4.0,15.0,12571.0,110488.0,0.00032,0.00014,2.34376,0.42666,19.0,123059.0,1.54397
justificar,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
justiça,11.0,119.0,12571.0,110488.0,0.00088,0.00108,0.81244,1.23086,130.0,123059.0,10.56404
justo,11.0,28.0,12571.0,110488.0,0.00088,0.00025,3.45287,0.28961,39.0,123059.0,3.16921
juventude,8.0,18.0,12571.0,110488.0,0.00064,0.00016,3.90627,0.256,26.0,123059.0,2.11281
júlio,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
kertész,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
kkkk,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
kkkkk,2.0,4.0,12571.0,110488.0,0.00016,4e-05,4.39456,0.22755,6.0,123059.0,0.48757
lado,7.0,60.0,12571.0,110488.0,0.00056,0.00054,1.0254,0.97523,67.0,123059.0,5.44454
lança,2.0,12.0,12571.0,110488.0,0.00016,0.00011,1.46485,0.68266,14.0,123059.0,1.13767
lançada,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
lançamento,6.0,53.0,12571.0,110488.0,0.00048,0.00048,0.99499,1.00503,59.0,123059.0,4.79445
lançamos,1.0,7.0,12571.0,110488.0,8e-05,6e-05,1.25559,0.79644,8.0,123059.0,0.65009
lançar,2.0,7.0,12571.0,110488.0,0.00016,6e-05,2.51118,0.39822,9.0,123059.0,0.73136
latina,2.0,31.0,12571.0,110488.0,0.00016,0.00028,0.56704,1.76354,33.0,123059.0,2.68164
latino-americana,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
laura,10.0,1.0,12571.0,110488.0,0.0008,1e-05,87.89118,0.01138,11.0,123059.0,0.89388
legado,2.0,17.0,12571.0,110488.0,0.00016,0.00015,1.03401,0.96711,19.0,123059.0,1.54397
legais,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
legal,9.0,20.0,12571.0,110488.0,0.00072,0.00018,3.9551,0.25284,29.0,123059.0,2.35659
legislativa,8.0,9.0,12571.0,110488.0,0.00064,8e-05,7.81255,0.128,17.0,123059.0,1.38145
legislação,1.0,29.0,12571.0,110488.0,8e-05,0.00026,0.30307,3.29953,30.0,123059.0,2.43786
legitimidade,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
legítimos,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
leia,2.0,68.0,12571.0,110488.0,0.00016,0.00062,0.2585,3.86842,70.0,123059.0,5.68833
leiam,1.0,15.0,12571.0,110488.0,8e-05,0.00014,0.58594,1.70666,16.0,123059.0,1.30019
leis,3.0,26.0,12571.0,110488.0,0.00024,0.00024,1.01413,0.98607,29.0,123059.0,2.35659
leitura,5.0,23.0,12571.0,110488.0,0.0004,0.00021,1.91068,0.52337,28.0,123059.0,2.27533
lema,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
lembra,2.0,8.0,12571.0,110488.0,0.00016,7e-05,2.19728,0.45511,10.0,123059.0,0.81262
lembramos,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
lembrando,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
lembrança,3.0,2.0,12571.0,110488.0,0.00024,2e-05,13.18368,0.07585,5.0,123059.0,0.40631
lembrar,3.0,14.0,12571.0,110488.0,0.00024,0.00013,1.88338,0.53096,17.0,123059.0,1.38145
lembrem,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
lembro,3.0,11.0,12571.0,110488.0,0.00024,0.0001,2.39703,0.41718,14.0,123059.0,1.13767
lembrou,2.0,3.0,12571.0,110488.0,0.00016,3e-05,5.85941,0.17067,5.0,123059.0,0.40631
lemos,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
lendo,2.0,1.0,12571.0,110488.0,0.00016,1e-05,17.57824,0.05689,3.0,123059.0,0.24379
leopoldo,3.0,4.0,12571.0,110488.0,0.00024,4e-05,6.59184,0.1517,7.0,123059.0,0.56883
leram,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
levadas,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
levados,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
levamos,2.0,7.0,12571.0,110488.0,0.00016,6e-05,2.51118,0.39822,9.0,123059.0,0.73136
levanta,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
levantar,3.0,5.0,12571.0,110488.0,0.00024,5e-05,5.27347,0.18963,8.0,123059.0,0.65009
levar,6.0,33.0,12571.0,110488.0,0.00048,0.0003,1.59802,0.62577,39.0,123059.0,3.16921
lgbt,3.0,1.0,12571.0,110488.0,0.00024,1e-05,26.36735,0.03793,4.0,123059.0,0.32505
liberais,8.0,4.0,12571.0,110488.0,0.00064,4e-05,17.57824,0.05689,12.0,123059.0,0.97514
liberal,3.0,3.0,12571.0,110488.0,0.00024,3e-05,8.78912,0.11378,6.0,123059.0,0.48757
liberalismo,2.0,2.0,12571.0,110488.0,0.00016,2e-05,8.78912,0.11378,4.0,123059.0,0.32505
liberdade,16.0,69.0,12571.0,110488.0,0.00127,0.00062,2.03806,0.49066,85.0,123059.0,6.90726
liberdades,4.0,3.0,12571.0,110488.0,0.00032,3e-05,11.71882,0.08533,7.0,123059.0,0.56883
libertar,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
licença,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
lidera,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
liderado,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
ligadas,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
ligado,3.0,5.0,12571.0,110488.0,0.00024,5e-05,5.27347,0.18963,8.0,123059.0,0.65009
ligar,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
lima,1.0,8.0,12571.0,110488.0,8e-05,7e-05,1.09864,0.91022,9.0,123059.0,0.73136
limitação,3.0,1.0,12571.0,110488.0,0.00024,1e-05,26.36735,0.03793,4.0,123059.0,0.32505
limites,1.0,9.0,12571.0,110488.0,8e-05,8e-05,0.97657,1.02399,10.0,123059.0,0.81262
linda,19.0,5.0,12571.0,110488.0,0.00151,5e-05,33.39865,0.02994,24.0,123059.0,1.95028
lindas,3.0,1.0,12571.0,110488.0,0.00024,1e-05,26.36735,0.03793,4.0,123059.0,0.32505
lindo,20.0,3.0,12571.0,110488.0,0.00159,3e-05,58.59412,0.01707,23.0,123059.0,1.86902
linha,2.0,33.0,12571.0,110488.0,0.00016,0.0003,0.53267,1.87732,35.0,123059.0,2.84416
link,10.0,59.0,12571.0,110488.0,0.0008,0.00053,1.48968,0.67128,69.0,123059.0,5.60707
links,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
lisboa,5.0,1.0,12571.0,110488.0,0.0004,1e-05,43.94559,0.02276,6.0,123059.0,0.48757
lista,2.0,13.0,12571.0,110488.0,0.00016,0.00012,1.35217,0.73955,15.0,123059.0,1.21893
literária,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
live,4.0,7.0,12571.0,110488.0,0.00032,6e-05,5.02235,0.19911,11.0,123059.0,0.89388
livraria,2.0,1.0,12571.0,110488.0,0.00016,1e-05,17.57824,0.05689,3.0,123059.0,0.24379
livre,4.0,89.0,12571.0,110488.0,0.00032,0.00081,0.39502,2.53154,93.0,123059.0,7.55735
livremente,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
livres,6.0,6.0,12571.0,110488.0,0.00048,5e-05,8.78912,0.11378,12.0,123059.0,0.97514
livro,2.0,28.0,12571.0,110488.0,0.00016,0.00025,0.62779,1.59288,30.0,123059.0,2.43786
lixo,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
lição,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
locais,1.0,9.0,12571.0,110488.0,8e-05,8e-05,0.97657,1.02399,10.0,123059.0,0.81262
local,2.0,21.0,12571.0,110488.0,0.00016,0.00019,0.83706,1.19466,23.0,123059.0,1.86902
logo,19.0,23.0,12571.0,110488.0,0.00151,0.00021,7.26058,0.13773,42.0,123059.0,3.413
longa,3.0,8.0,12571.0,110488.0,0.00024,7e-05,3.29592,0.30341,11.0,123059.0,0.89388
longe,2.0,6.0,12571.0,110488.0,0.00016,5e-05,2.92971,0.34133,8.0,123059.0,0.65009
lotado,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
love,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
lucros,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
lugar,12.0,61.0,12571.0,110488.0,0.00095,0.00055,1.72901,0.57837,73.0,123059.0,5.93211
lugares,1.0,11.0,12571.0,110488.0,8e-05,0.0001,0.79901,1.25155,12.0,123059.0,0.97514
luiza,3.0,1.0,12571.0,110488.0,0.00024,1e-05,26.36735,0.03793,4.0,123059.0,0.32505
lula,28.0,477.0,12571.0,110488.0,0.00223,0.00432,0.51592,1.93827,505.0,123059.0,41.03723
luta,39.0,134.0,12571.0,110488.0,0.0031,0.00121,2.55803,0.39093,173.0,123059.0,14.0583
lutador,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
lutam,6.0,8.0,12571.0,110488.0,0.00048,7e-05,6.59184,0.1517,14.0,123059.0,1.13767
lutando,9.0,8.0,12571.0,110488.0,0.00072,7e-05,9.88776,0.10114,17.0,123059.0,1.38145
lutar,8.0,32.0,12571.0,110488.0,0.00064,0.00029,2.19728,0.45511,40.0,123059.0,3.25047
lutas,8.0,4.0,12571.0,110488.0,0.00064,4e-05,17.57824,0.05689,12.0,123059.0,0.97514
lutei,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
luto,4.0,4.0,12571.0,110488.0,0.00032,4e-05,8.78912,0.11378,8.0,123059.0,0.65009
lutou,2.0,3.0,12571.0,110488.0,0.00016,3e-05,5.85941,0.17067,5.0,123059.0,0.40631
líder,2.0,16.0,12571.0,110488.0,0.00016,0.00014,1.09864,0.91022,18.0,123059.0,1.46271
machado,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
machismo,16.0,4.0,12571.0,110488.0,0.00127,4e-05,35.15647,0.02844,20.0,123059.0,1.62524
machistas,5.0,1.0,12571.0,110488.0,0.0004,1e-05,43.94559,0.02276,6.0,123059.0,0.48757
maconha,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
madre,2.0,2.0,12571.0,110488.0,0.00016,2e-05,8.78912,0.11378,4.0,123059.0,0.32505
madrugada,2.0,3.0,12571.0,110488.0,0.00016,3e-05,5.85941,0.17067,5.0,123059.0,0.40631
maestro,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
