word,__sum_candidate,__sum_others,__total_candidate,__total_others,__ratio_candidate,__ratio_others,more_likely_candidate,more_likely_others,__sum_all,__total_all,__ratio_all
deputada,5.0,11.0,12571.0,110488.0,0.0004,0.0001,3.99505,0.25031,16.0,123059.0,1.30019
deputado,6.0,71.0,12571.0,110488.0,0.00048,0.00064,0.74274,1.34636,77.0,123059.0,6.25716
deputados,6.0,94.0,12571.0,110488.0,0.00048,0.00085,0.56101,1.78251,100.0,123059.0,8.12618
derrota,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
derrotaremos,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
derrubaram,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
desafios,4.0,32.0,12571.0,110488.0,0.00032,0.00029,1.09864,0.91022,36.0,123059.0,2.92543
descanse,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
descanso,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
descoberta,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
descobrir,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
descobriu,2.0,2.0,12571.0,110488.0,0.00016,2e-05,8.78912,0.11378,4.0,123059.0,0.32505
descreve,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
desculpa,1.0,11.0,12571.0,110488.0,8e-05,0.0001,0.79901,1.25155,12.0,123059.0,0.97514
desde,11.0,126.0,12571.0,110488.0,0.00088,0.00114,0.7673,1.30326,137.0,123059.0,11.13287
deseja,1.0,12.0,12571.0,110488.0,8e-05,0.00011,0.73243,1.36532,13.0,123059.0,1.0564
desejo,2.0,32.0,12571.0,110488.0,0.00016,0.00029,0.54932,1.82043,34.0,123059.0,2.7629
desembargadora,3.0,1.0,12571.0,110488.0,0.00024,1e-05,26.36735,0.03793,4.0,123059.0,0.32505
desempregado,2.0,6.0,12571.0,110488.0,0.00016,5e-05,2.92971,0.34133,8.0,123059.0,0.65009
desempregados,4.0,7.0,12571.0,110488.0,0.00032,6e-05,5.02235,0.19911,11.0,123059.0,0.89388
desemprego,2.0,23.0,12571.0,110488.0,0.00016,0.00021,0.76427,1.30844,25.0,123059.0,2.03155
desenvolva,2.0,2.0,12571.0,110488.0,0.00016,2e-05,8.78912,0.11378,4.0,123059.0,0.32505
desenvolver,6.0,15.0,12571.0,110488.0,0.00048,0.00014,3.51565,0.28444,21.0,123059.0,1.7065
desenvolvido,6.0,6.0,12571.0,110488.0,0.00048,5e-05,8.78912,0.11378,12.0,123059.0,0.97514
desenvolvidos,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
desenvolvimento,29.0,102.0,12571.0,110488.0,0.00231,0.00092,2.49887,0.40018,131.0,123059.0,10.6453
desespero,1.0,7.0,12571.0,110488.0,8e-05,6e-05,1.25559,0.79644,8.0,123059.0,0.65009
desfile,3.0,1.0,12571.0,110488.0,0.00024,1e-05,26.36735,0.03793,4.0,123059.0,0.32505
desfiles,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
desigual,2.0,4.0,12571.0,110488.0,0.00016,4e-05,4.39456,0.22755,6.0,123059.0,0.48757
desigualdade,14.0,35.0,12571.0,110488.0,0.00111,0.00032,3.51565,0.28444,49.0,123059.0,3.98183
desigualdades,1.0,8.0,12571.0,110488.0,8e-05,7e-05,1.09864,0.91022,9.0,123059.0,0.73136
desistir,1.0,17.0,12571.0,110488.0,8e-05,0.00015,0.51701,1.93421,18.0,123059.0,1.46271
deslocamento,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
desmontar,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
desmonte,3.0,6.0,12571.0,110488.0,0.00024,5e-05,4.39456,0.22755,9.0,123059.0,0.73136
desnacionalização,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
desordem,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
despencou,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
desperdiçado,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
despesas,1.0,12.0,12571.0,110488.0,8e-05,0.00011,0.73243,1.36532,13.0,123059.0,1.0564
dessa,6.0,48.0,12571.0,110488.0,0.00048,0.00043,1.09864,0.91022,54.0,123059.0,4.38814
dessas,3.0,8.0,12571.0,110488.0,0.00024,7e-05,3.29592,0.30341,11.0,123059.0,0.89388
desse,12.0,101.0,12571.0,110488.0,0.00095,0.00091,1.04425,0.95762,113.0,123059.0,9.18259
desses,1.0,10.0,12571.0,110488.0,8e-05,9e-05,0.87891,1.13777,11.0,123059.0,0.89388
desta,1.0,60.0,12571.0,110488.0,8e-05,0.00054,0.14649,6.82662,61.0,123059.0,4.95697
destaque,2.0,14.0,12571.0,110488.0,0.00016,0.00013,1.25559,0.79644,16.0,123059.0,1.30019
deste,4.0,75.0,12571.0,110488.0,0.00032,0.00068,0.46875,2.13332,79.0,123059.0,6.41968
destes,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
destruição,3.0,7.0,12571.0,110488.0,0.00024,6e-05,3.76676,0.26548,10.0,123059.0,0.81262
destruído,2.0,2.0,12571.0,110488.0,0.00016,2e-05,8.78912,0.11378,4.0,123059.0,0.32505
destrói,2.0,3.0,12571.0,110488.0,0.00016,3e-05,5.85941,0.17067,5.0,123059.0,0.40631
detalhe,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
determina,2.0,7.0,12571.0,110488.0,0.00016,6e-05,2.51118,0.39822,9.0,123059.0,0.73136
determinado,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
determinante,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
determinação,1.0,8.0,12571.0,110488.0,8e-05,7e-05,1.09864,0.91022,9.0,123059.0,0.73136
deus,4.0,37.0,12571.0,110488.0,0.00032,0.00033,0.95017,1.05244,41.0,123059.0,3.33174
deve,12.0,126.0,12571.0,110488.0,0.00095,0.00114,0.83706,1.19466,138.0,123059.0,11.21413
devem,2.0,67.0,12571.0,110488.0,0.00016,0.00061,0.26236,3.81153,69.0,123059.0,5.60707
devemos,4.0,24.0,12571.0,110488.0,0.00032,0.00022,1.46485,0.68266,28.0,123059.0,2.27533
dever,1.0,19.0,12571.0,110488.0,8e-05,0.00017,0.46259,2.16176,20.0,123059.0,1.62524
deveria,5.0,47.0,12571.0,110488.0,0.0004,0.00043,0.93501,1.0695,52.0,123059.0,4.22562
deveriam,1.0,10.0,12571.0,110488.0,8e-05,9e-05,0.87891,1.13777,11.0,123059.0,0.89388
deverá,3.0,3.0,12571.0,110488.0,0.00024,3e-05,8.78912,0.11378,6.0,123059.0,0.48757
devia,1.0,11.0,12571.0,110488.0,8e-05,0.0001,0.79901,1.25155,12.0,123059.0,0.97514
devido,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
dezembro,2.0,14.0,12571.0,110488.0,0.00016,0.00013,1.25559,0.79644,16.0,123059.0,1.30019
dezenas,2.0,6.0,12571.0,110488.0,0.00016,5e-05,2.92971,0.34133,8.0,123059.0,0.65009
dialogando,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
dialogar,2.0,3.0,12571.0,110488.0,0.00016,3e-05,5.85941,0.17067,5.0,123059.0,0.40631
diante,2.0,20.0,12571.0,110488.0,0.00016,0.00018,0.87891,1.13777,22.0,123059.0,1.78776
dias,21.0,584.0,12571.0,110488.0,0.00167,0.00529,0.31605,3.16409,605.0,123059.0,49.16341
dica,2.0,3.0,12571.0,110488.0,0.00016,3e-05,5.85941,0.17067,5.0,123059.0,0.40631
difamar,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
difamações,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
diferente,4.0,29.0,12571.0,110488.0,0.00032,0.00026,1.21229,0.82488,33.0,123059.0,2.68164
diferentes,8.0,13.0,12571.0,110488.0,0.00064,0.00012,5.40869,0.18489,21.0,123059.0,1.7065
diferença,1.0,21.0,12571.0,110488.0,8e-05,0.00019,0.41853,2.38932,22.0,123059.0,1.78776
dificuldade,3.0,10.0,12571.0,110488.0,0.00024,9e-05,2.63674,0.37926,13.0,123059.0,1.0564
dificuldades,1.0,17.0,12571.0,110488.0,8e-05,0.00015,0.51701,1.93421,18.0,123059.0,1.46271
difundir,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
difíceis,2.0,4.0,12571.0,110488.0,0.00016,4e-05,4.39456,0.22755,6.0,123059.0,0.48757
difícil,1.0,22.0,12571.0,110488.0,8e-05,0.0002,0.39951,2.5031,23.0,123059.0,1.86902
digam,2.0,3.0,12571.0,110488.0,0.00016,3e-05,5.85941,0.17067,5.0,123059.0,0.40631
digitais,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
digital,4.0,13.0,12571.0,110488.0,0.00032,0.00012,2.70434,0.36978,17.0,123059.0,1.38145
digna,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
dignidade,5.0,35.0,12571.0,110488.0,0.0004,0.00032,1.25559,0.79644,40.0,123059.0,3.25047
dilemas,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
dilma,2.0,94.0,12571.0,110488.0,0.00016,0.00085,0.187,5.34752,96.0,123059.0,7.80114
dimensões,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
diminuição,2.0,7.0,12571.0,110488.0,0.00016,6e-05,2.51118,0.39822,9.0,123059.0,0.73136
diminuíram,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
dinheiro,5.0,258.0,12571.0,110488.0,0.0004,0.00234,0.17033,5.8709,263.0,123059.0,21.37186
diniz,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
diplomacia,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
direita,5.0,23.0,12571.0,110488.0,0.0004,0.00021,1.91068,0.52337,28.0,123059.0,2.27533
direito,22.0,99.0,12571.0,110488.0,0.00175,0.0009,1.95314,0.512,121.0,123059.0,9.83268
direitos,32.0,59.0,12571.0,110488.0,0.00255,0.00053,4.76698,0.20978,91.0,123059.0,7.39483
diretamente,2.0,7.0,12571.0,110488.0,0.00016,6e-05,2.51118,0.39822,9.0,123059.0,0.73136
direto,7.0,22.0,12571.0,110488.0,0.00056,0.0002,2.79654,0.35759,29.0,123059.0,2.35659
diretora,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
diretores,1.0,10.0,12571.0,110488.0,8e-05,9e-05,0.87891,1.13777,11.0,123059.0,0.89388
diretos,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
diretrizes,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
direção,1.0,24.0,12571.0,110488.0,8e-05,0.00022,0.36621,2.73065,25.0,123059.0,2.03155
dirigente,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
dirá,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
discriminação,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
discurso,2.0,45.0,12571.0,110488.0,0.00016,0.00041,0.39063,2.55998,47.0,123059.0,3.81931
discursos,1.0,14.0,12571.0,110488.0,8e-05,0.00013,0.62779,1.59288,15.0,123059.0,1.21893
discussão,1.0,9.0,12571.0,110488.0,8e-05,8e-05,0.97657,1.02399,10.0,123059.0,0.81262
discutir,8.0,31.0,12571.0,110488.0,0.00064,0.00028,2.26816,0.44089,39.0,123059.0,3.16921
disponíveis,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
disponível,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
disposição,3.0,17.0,12571.0,110488.0,0.00024,0.00015,1.55102,0.64474,20.0,123059.0,1.62524
disputa,1.0,19.0,12571.0,110488.0,8e-05,0.00017,0.46259,2.16176,20.0,123059.0,1.62524
disputam,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
disputar,3.0,35.0,12571.0,110488.0,0.00024,0.00032,0.75335,1.3274,38.0,123059.0,3.08795
disse,11.0,105.0,12571.0,110488.0,0.00088,0.00095,0.92076,1.08605,116.0,123059.0,9.42637
disser,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
disso,7.0,33.0,12571.0,110488.0,0.00056,0.0003,1.86436,0.53638,40.0,123059.0,3.25047
distribuição,5.0,19.0,12571.0,110488.0,0.0004,0.00017,2.31293,0.43235,24.0,123059.0,1.95028
distribuídas,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
distância,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
ditado,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
ditadura,6.0,17.0,12571.0,110488.0,0.00048,0.00015,3.10204,0.32237,23.0,123059.0,1.86902
ditaduras,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
dito,1.0,9.0,12571.0,110488.0,8e-05,8e-05,0.97657,1.02399,10.0,123059.0,0.81262
diversas,3.0,28.0,12571.0,110488.0,0.00024,0.00025,0.94169,1.06192,31.0,123059.0,2.51912
diversidade,11.0,6.0,12571.0,110488.0,0.00088,5e-05,16.11338,0.06206,17.0,123059.0,1.38145
dividir,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
divulga,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
divulgada,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
divulgando,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
divulgar,6.0,13.0,12571.0,110488.0,0.00048,0.00012,4.05652,0.24652,19.0,123059.0,1.54397
divulgação,1.0,7.0,12571.0,110488.0,8e-05,6e-05,1.25559,0.79644,8.0,123059.0,0.65009
dizem,4.0,35.0,12571.0,110488.0,0.00032,0.00032,1.00447,0.99555,39.0,123059.0,3.16921
dizendo,1.0,27.0,12571.0,110488.0,8e-05,0.00024,0.32552,3.07198,28.0,123059.0,2.27533
dizer,18.0,109.0,12571.0,110488.0,0.00143,0.00099,1.45141,0.68898,127.0,123059.0,10.32025
dizerem,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
dizia,4.0,18.0,12571.0,110488.0,0.00032,0.00016,1.95314,0.512,22.0,123059.0,1.78776
diziam,1.0,27.0,12571.0,110488.0,8e-05,0.00024,0.32552,3.07198,28.0,123059.0,2.27533
diálogo,4.0,28.0,12571.0,110488.0,0.00032,0.00025,1.25559,0.79644,32.0,123059.0,2.60038
diálogos,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
diário,2.0,15.0,12571.0,110488.0,0.00016,0.00014,1.17188,0.85333,17.0,123059.0,1.38145
doação,1.0,9.0,12571.0,110488.0,8e-05,8e-05,0.97657,1.02399,10.0,123059.0,0.81262
dobro,2.0,2.0,12571.0,110488.0,0.00016,2e-05,8.78912,0.11378,4.0,123059.0,0.32505
doce,1.0,9.0,12571.0,110488.0,8e-05,8e-05,0.97657,1.02399,10.0,123059.0,0.81262
documento,2.0,13.0,12571.0,110488.0,0.00016,0.00012,1.35217,0.73955,15.0,123059.0,1.21893
doença,1.0,10.0,12571.0,110488.0,8e-05,9e-05,0.87891,1.13777,11.0,123059.0,0.89388
dois,7.0,47.0,12571.0,110488.0,0.00056,0.00043,1.30902,0.76393,54.0,123059.0,4.38814
domicílios,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
domingo,6.0,42.0,12571.0,110488.0,0.00048,0.00038,1.25559,0.79644,48.0,123059.0,3.90057
dona,7.0,21.0,12571.0,110488.0,0.00056,0.00019,2.92971,0.34133,28.0,123059.0,2.27533
donas,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
donos,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
doria,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
dorme,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
dormir,2.0,7.0,12571.0,110488.0,0.00016,6e-05,2.51118,0.39822,9.0,123059.0,0.73136
doutor,1.0,11.0,12571.0,110488.0,8e-05,0.0001,0.79901,1.25155,12.0,123059.0,0.97514
doutora,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
doze,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
drogas,5.0,14.0,12571.0,110488.0,0.0004,0.00013,3.13897,0.31858,19.0,123059.0,1.54397
duarte,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
duas,8.0,37.0,12571.0,110488.0,0.00064,0.00033,1.90035,0.52622,45.0,123059.0,3.65678
dupla,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
durante,4.0,89.0,12571.0,110488.0,0.00032,0.00081,0.39502,2.53154,93.0,123059.0,7.55735
duras,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
durou,2.0,1.0,12571.0,110488.0,0.00016,1e-05,17.57824,0.05689,3.0,123059.0,0.24379
década,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
décadas,5.0,15.0,12571.0,110488.0,0.0004,0.00014,2.92971,0.34133,20.0,123059.0,1.62524
economia,7.0,178.0,12571.0,110488.0,0.00056,0.00161,0.34564,2.89319,185.0,123059.0,15.03344
economista,2.0,7.0,12571.0,110488.0,0.00016,6e-05,2.51118,0.39822,9.0,123059.0,0.73136
econômica,6.0,50.0,12571.0,110488.0,0.00048,0.00045,1.05469,0.94814,56.0,123059.0,4.55066
econômico,1.0,41.0,12571.0,110488.0,8e-05,0.00037,0.21437,4.66486,42.0,123059.0,3.413
edição,3.0,11.0,12571.0,110488.0,0.00024,0.0001,2.39703,0.41718,14.0,123059.0,1.13767
educacional,2.0,2.0,12571.0,110488.0,0.00016,2e-05,8.78912,0.11378,4.0,123059.0,0.32505
educadores,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
educar,2.0,1.0,12571.0,110488.0,0.00016,1e-05,17.57824,0.05689,3.0,123059.0,0.24379
educação,30.0,279.0,12571.0,110488.0,0.00239,0.00253,0.94507,1.05813,309.0,123059.0,25.10991
efeito,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
eficiente,3.0,22.0,12571.0,110488.0,0.00024,0.0002,1.19852,0.83437,25.0,123059.0,2.03155
eficientes,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
eficiência,2.0,14.0,12571.0,110488.0,0.00016,0.00013,1.25559,0.79644,16.0,123059.0,1.30019
elaboração,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
elege,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
elegermos,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
eleita,3.0,10.0,12571.0,110488.0,0.00024,9e-05,2.63674,0.37926,13.0,123059.0,1.0564
eleito,1.0,45.0,12571.0,110488.0,8e-05,0.00041,0.19531,5.11997,46.0,123059.0,3.73804
eleitor,1.0,23.0,12571.0,110488.0,8e-05,0.00021,0.38214,2.61687,24.0,123059.0,1.95028
eleitorais,1.0,12.0,12571.0,110488.0,8e-05,0.00011,0.73243,1.36532,13.0,123059.0,1.0564
eleitoral,4.0,55.0,12571.0,110488.0,0.00032,0.0005,0.63921,1.56443,59.0,123059.0,4.79445
eleitoralmente,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
eleitores,2.0,15.0,12571.0,110488.0,0.00016,0.00014,1.17188,0.85333,17.0,123059.0,1.38145
eleição,13.0,81.0,12571.0,110488.0,0.00103,0.00073,1.4106,0.70892,94.0,123059.0,7.63861
eleições,17.0,96.0,12571.0,110488.0,0.00135,0.00087,1.55641,0.64251,113.0,123059.0,9.18259
elementos,3.0,1.0,12571.0,110488.0,0.00024,1e-05,26.36735,0.03793,4.0,123059.0,0.32505
eletrobras,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
eletrobrás,2.0,6.0,12571.0,110488.0,0.00016,5e-05,2.92971,0.34133,8.0,123059.0,0.65009
elevado,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
eliane,3.0,2.0,12571.0,110488.0,0.00024,2e-05,13.18368,0.07585,5.0,123059.0,0.40631
elite,5.0,55.0,12571.0,110488.0,0.0004,0.0005,0.79901,1.25155,60.0,123059.0,4.87571
email,2.0,2.0,12571.0,110488.0,0.00016,2e-05,8.78912,0.11378,4.0,123059.0,0.32505
embarcando,3.0,4.0,12571.0,110488.0,0.00024,4e-05,6.59184,0.1517,7.0,123059.0,0.56883
embarcar,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
embora,1.0,13.0,12571.0,110488.0,8e-05,0.00012,0.67609,1.4791,14.0,123059.0,1.13767
embraer,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
emenda,3.0,9.0,12571.0,110488.0,0.00024,8e-05,2.92971,0.34133,12.0,123059.0,0.97514
emendas,1.0,17.0,12571.0,110488.0,8e-05,0.00015,0.51701,1.93421,18.0,123059.0,1.46271
emergência,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
emocionantes,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
emoção,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
empreendedor,1.0,12.0,12571.0,110488.0,8e-05,0.00011,0.73243,1.36532,13.0,123059.0,1.0564
emprego,5.0,113.0,12571.0,110488.0,0.0004,0.00102,0.3889,2.57136,118.0,123059.0,9.5889
empregos,7.0,189.0,12571.0,110488.0,0.00056,0.00171,0.32552,3.07198,196.0,123059.0,15.92732
empresa,1.0,59.0,12571.0,110488.0,8e-05,0.00053,0.14897,6.71285,60.0,123059.0,4.87571
empresas,5.0,96.0,12571.0,110488.0,0.0004,0.00087,0.45777,2.18452,101.0,123059.0,8.20745
encerra,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
encerrou,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
encolher,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
encontra,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
encontradas,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
encontrados,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
encontrar,3.0,19.0,12571.0,110488.0,0.00024,0.00017,1.38776,0.72059,22.0,123059.0,1.78776
encontrei,2.0,3.0,12571.0,110488.0,0.00016,3e-05,5.85941,0.17067,5.0,123059.0,0.40631
encontro,11.0,82.0,12571.0,110488.0,0.00088,0.00074,1.17903,0.84816,93.0,123059.0,7.55735
encontros,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
encontrou,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
energia,2.0,42.0,12571.0,110488.0,0.00016,0.00038,0.41853,2.38932,44.0,123059.0,3.57552
energética,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
energético,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
enfrenta,5.0,4.0,12571.0,110488.0,0.0004,4e-05,10.9864,0.09102,9.0,123059.0,0.73136
enfrentado,3.0,2.0,12571.0,110488.0,0.00024,2e-05,13.18368,0.07585,5.0,123059.0,0.40631
enfrentar,15.0,23.0,12571.0,110488.0,0.00119,0.00021,5.73203,0.17446,38.0,123059.0,3.08795
enfrentarmos,4.0,1.0,12571.0,110488.0,0.00032,1e-05,35.15647,0.02844,5.0,123059.0,0.40631
engolir,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
engraçado,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
enorme,1.0,16.0,12571.0,110488.0,8e-05,0.00014,0.54932,1.82043,17.0,123059.0,1.38145
enquanto,9.0,65.0,12571.0,110488.0,0.00072,0.00059,1.21695,0.82172,74.0,123059.0,6.01338
ensina,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
ensinar,5.0,5.0,12571.0,110488.0,0.0004,5e-05,8.78912,0.11378,10.0,123059.0,0.81262
ensino,8.0,59.0,12571.0,110488.0,0.00064,0.00053,1.19174,0.83911,67.0,123059.0,5.44454
entende,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
entender,1.0,21.0,12571.0,110488.0,8e-05,0.00019,0.41853,2.38932,22.0,123059.0,1.78776
entenderam,2.0,1.0,12571.0,110488.0,0.00016,1e-05,17.57824,0.05689,3.0,123059.0,0.24379
